P1	P2	A	D
1.759090432678560800e+00	-7.198464719761146768e-02	3.800000000000000000e+01	5.300000000000000000e+01
9.395997292042413962e-01	-3.343964055263068946e-01	4.800000000000000000e+01	0.000000000000000000e+00
-1.970232333526927837e-01	-7.584747384798418146e-01	1.900000000000000000e+01	0.000000000000000000e+00
-9.882338429195353102e-01	-2.452696502880504503e-01	5.000000000000000000e+00	2.000000000000000000e+00
-1.027942856403075034e+00	-5.443769280221576468e-01	0.000000000000000000e+00	2.000000000000000000e+00
-1.201369146811953836e+00	2.643733698130102727e+00	5.000000000000000000e+00	2.700000000000000000e+01
-7.254423054846753649e-01	-1.688017208102122524e+00	2.000000000000000000e+00	0.000000000000000000e+00
1.976998403279082162e+00	-7.752922995380222559e-01	4.100000000000000000e+01	4.800000000000000000e+01
-7.400948593086997818e-01	-1.182266485081848950e+00	7.000000000000000000e+00	0.000000000000000000e+00
-7.162165002169500472e-01	-1.004686528626748787e+00	1.000000000000000000e+01	0.000000000000000000e+00
-6.926706719736163143e-01	-1.581528950646257980e+00	0.000000000000000000e+00	5.000000000000000000e+00
-1.422576795852900755e+00	1.042859633061549607e+00	0.000000000000000000e+00	3.000000000000000000e+00
-4.876714494011238910e-01	-1.110478749749400640e+00	1.300000000000000000e+01	6.000000000000000000e+00
-8.177511815857047006e-01	2.443831615329816742e+00	2.400000000000000000e+01	0.000000000000000000e+00
-7.748899873802058691e-01	-1.432812296202184088e+00	0.000000000000000000e+00	3.000000000000000000e+00
-7.692946778870272118e-01	-6.278067540101154309e-01	0.000000000000000000e+00	1.300000000000000000e+01
-9.527029183866954076e-01	7.081167853968192705e-02	0.000000000000000000e+00	1.300000000000000000e+01
-1.239802509965970856e+00	1.084269041902038877e+00	0.000000000000000000e+00	1.200000000000000000e+01
-8.742350561985942070e-01	-6.714701497755738435e-01	7.000000000000000000e+00	0.000000000000000000e+00
1.860501833822701290e+00	1.817044872390844584e-02	5.400000000000000000e+01	3.100000000000000000e+01
-1.606243327858915881e+00	1.585914571018266939e+00	1.000000000000000000e+00	0.000000000000000000e+00
-8.590776382004882139e-01	1.104834911963609834e+00	1.500000000000000000e+01	0.000000000000000000e+00
-1.016256440940064065e+00	-3.108956659234096698e-01	5.000000000000000000e+00	0.000000000000000000e+00
-6.821063691457629474e-01	-9.521801894849759584e-01	2.000000000000000000e+00	1.100000000000000000e+01
-5.604141034262130061e-01	-7.802381874176492760e-01	1.000000000000000000e+01	1.000000000000000000e+01
-9.546039066940957829e-01	-8.202926067058009529e-01	2.000000000000000000e+00	0.000000000000000000e+00
-1.792656224520138508e+00	2.840345398800007803e+00	7.000000000000000000e+00	0.000000000000000000e+00
-6.892207165837461735e-01	-1.678888970775553435e+00	1.000000000000000000e+00	3.000000000000000000e+00
-1.170359170981003505e+00	5.447322549819935134e-01	8.000000000000000000e+00	0.000000000000000000e+00
-5.628664624165204966e-01	-1.638235009500709216e+00	5.000000000000000000e+00	5.000000000000000000e+00
2.130934318818405782e+00	-5.121212469487750329e-01	5.200000000000000000e+01	4.000000000000000000e+01
2.105891469813799155e+00	-4.222356814344377374e-01	4.800000000000000000e+01	5.300000000000000000e+01
1.683043029587278916e-01	6.259376952129104277e-01	2.000000000000000000e+01	2.900000000000000000e+01
-2.015675231759701813e-01	-1.296488409661046282e+00	3.000000000000000000e+00	2.800000000000000000e+01
-9.996299309958587287e-01	-3.229519821262208379e-01	2.000000000000000000e+00	4.000000000000000000e+00
4.898075430963765853e-01	-4.762740024208211853e-01	2.600000000000000000e+01	1.900000000000000000e+01
9.838017352693528839e-01	-4.651251489390997862e-02	3.500000000000000000e+01	2.800000000000000000e+01
-1.618979509756466317e-01	2.369312499076793865e-01	2.600000000000000000e+01	0.000000000000000000e+00
4.586408243858862477e+00	3.947740748308297132e+00	1.180000000000000000e+02	7.200000000000000000e+01
-1.781217466083415690e+00	3.048352098718356995e+00	1.000000000000000000e+01	0.000000000000000000e+00
-1.263477203517971992e+00	1.065861620336355564e+00	1.000000000000000000e+01	0.000000000000000000e+00
1.436150814920889918e+00	-1.236655629209458152e+00	3.200000000000000000e+01	4.000000000000000000e+01
-1.433471459424472627e+00	1.421820798877648118e+00	3.000000000000000000e+00	4.000000000000000000e+00
8.025913393515026958e-03	-3.637173832608522200e-02	1.500000000000000000e+01	2.400000000000000000e+01
-1.676130786912013892e+00	2.071613746612327667e+00	0.000000000000000000e+00	4.000000000000000000e+00
6.251812109216617896e-01	-1.045088415240974511e+00	2.800000000000000000e+01	1.500000000000000000e+01
-1.386115241590950564e+00	1.377907108750369813e+00	0.000000000000000000e+00	9.000000000000000000e+00
-9.887247791996444102e-01	-8.003292901551783967e-01	0.000000000000000000e+00	1.000000000000000000e+00
-9.157302863465477047e-03	-4.935766257474173413e-01	1.600000000000000000e+01	1.500000000000000000e+01
-9.878032042352598019e-01	-6.146679789889644141e-01	3.000000000000000000e+00	0.000000000000000000e+00
-1.387204797575455339e+00	8.214839517339708186e-01	2.000000000000000000e+00	0.000000000000000000e+00
-8.369070835102065953e-01	-9.686938389286849915e-01	0.000000000000000000e+00	6.000000000000000000e+00
-8.708888619919519236e-01	-7.047568393947171161e-01	7.000000000000000000e+00	0.000000000000000000e+00
-1.856913607415512368e-01	-1.633951879526188478e+00	1.200000000000000000e+01	1.500000000000000000e+01
-6.107823434888535845e-03	-1.353507393019794947e+00	1.900000000000000000e+01	2.000000000000000000e+00
1.815757038611885754e+00	-5.251444509405150951e-01	4.800000000000000000e+01	3.400000000000000000e+01
-8.171894309786668087e-01	-1.460232556850010743e+00	0.000000000000000000e+00	1.000000000000000000e+00
-4.174586670236658525e-01	-1.484753017919566043e+00	2.000000000000000000e+00	1.700000000000000000e+01
3.558070933215262133e-01	4.194269474068416659e-01	2.500000000000000000e+01	2.500000000000000000e+01
-1.153846070698558934e+00	1.030941202763458880e-01	4.000000000000000000e+00	0.000000000000000000e+00
-1.633280900166915517e+00	1.661170483429972977e+00	0.000000000000000000e+00	1.000000000000000000e+00
4.995021337958775121e+00	-4.090542905162405929e-01	8.800000000000000000e+01	9.100000000000000000e+01
4.693144518681540561e-02	7.826149792784354853e-01	2.800000000000000000e+01	1.200000000000000000e+01
-5.440854869094646773e-01	4.610019190627692720e-01	1.000000000000000000e+01	2.600000000000000000e+01
-1.010835108021177264e+00	-6.415483715713222734e-01	0.000000000000000000e+00	2.000000000000000000e+00
-3.116669241824669423e-01	-1.390471611920328421e+00	3.000000000000000000e+00	2.200000000000000000e+01
-5.798013815463680665e-01	-1.151520564720730944e+00	9.000000000000000000e+00	6.000000000000000000e+00
8.648293827113341659e-02	-1.056111100327404850e+00	2.400000000000000000e+01	0.000000000000000000e+00
-7.266052134402372076e-01	-2.405595921627488309e-01	0.000000000000000000e+00	2.000000000000000000e+01
-3.524818531702360036e-01	-1.751056518801330286e+00	1.200000000000000000e+01	6.000000000000000000e+00
4.055815865242753393e-01	-8.996367571970413923e-01	2.500000000000000000e+01	1.300000000000000000e+01
2.138421725465278644e+00	-4.559310876994070449e-01	6.400000000000000000e+01	2.000000000000000000e+01
-4.921583236679347717e-01	-1.806781475434593665e+00	1.100000000000000000e+01	0.000000000000000000e+00
-4.654982684146055094e-01	2.168044345996201216e-01	7.000000000000000000e+00	3.000000000000000000e+01
-7.203169026096007954e-01	-1.653190184243471084e+00	3.000000000000000000e+00	0.000000000000000000e+00
4.876945552461324773e+00	4.695394634102192377e+00	1.070000000000000000e+02	1.040000000000000000e+02
9.533865312136201586e-01	3.753146429963464814e-01	2.700000000000000000e+01	4.800000000000000000e+01
-9.908760253031061449e-01	-8.099087230995796194e-01	0.000000000000000000e+00	1.000000000000000000e+00
1.318756608943128628e+00	8.776733713632612899e-01	4.400000000000000000e+01	3.600000000000000000e+01
-9.579943920575759719e-01	4.850385502039755714e-01	2.000000000000000000e+00	1.600000000000000000e+01
5.016075498149992207e+00	9.717921563853465505e-02	8.800000000000000000e+01	1.030000000000000000e+02
-7.433013704556132861e-01	-1.660295473167263003e+00	2.000000000000000000e+00	0.000000000000000000e+00
-5.442072358951504096e-01	-1.656413969703588229e+00	5.000000000000000000e+00	6.000000000000000000e+00
7.731810029108519444e+00	5.599596945087231825e-01	1.370000000000000000e+02	1.250000000000000000e+02
-1.015019847799888186e+00	1.014522115556041548e+00	0.000000000000000000e+00	2.200000000000000000e+01
-7.819910986159077648e-01	-1.531523173110717728e+00	0.000000000000000000e+00	2.000000000000000000e+00
1.727654429163682170e+00	-3.944721682107724114e-01	4.400000000000000000e+01	3.700000000000000000e+01
-6.734511470697563951e-01	-1.012403815427103115e+00	3.000000000000000000e+00	1.000000000000000000e+01
1.733662956732658467e+00	1.422611554360250219e-01	3.800000000000000000e+01	5.800000000000000000e+01
-8.830245849635408595e-01	-1.145535513771396730e+00	0.000000000000000000e+00	2.000000000000000000e+00
-4.042412905740459632e-03	-1.219852886110987189e+00	2.100000000000000000e+01	0.000000000000000000e+00
-1.283053882490273301e+00	7.624966750467268017e-01	6.000000000000000000e+00	0.000000000000000000e+00
8.402907994657564661e-01	-1.227112655079102138e-01	2.500000000000000000e+01	3.900000000000000000e+01
5.411223143445695882e-01	-3.831644767408595720e-01	1.600000000000000000e+01	4.200000000000000000e+01
-6.860259624439184467e-01	-4.661675374019323415e-01	4.000000000000000000e+00	1.500000000000000000e+01
-1.314554419257818463e+00	6.051310852968820875e-01	3.000000000000000000e+00	0.000000000000000000e+00
1.081149409500720582e+00	-5.541946802576204201e-01	3.200000000000000000e+01	3.000000000000000000e+01
-1.268888650719533162e+00	5.194024068905890301e-01	4.000000000000000000e+00	0.000000000000000000e+00
6.832681785476628633e+00	8.078835314374580578e-01	1.240000000000000000e+02	1.120000000000000000e+02
2.959287378235783361e+00	1.003083986745200828e+00	5.600000000000000000e+01	8.700000000000000000e+01
-1.371390595691688086e+00	6.334702905294147257e-01	0.000000000000000000e+00	1.000000000000000000e+00
-6.580770006858429610e-01	-9.174128723677796859e-01	1.400000000000000000e+01	0.000000000000000000e+00
-1.273252539000904404e+00	5.841704595716255000e-01	0.000000000000000000e+00	5.000000000000000000e+00
-1.466472080248749643e+00	1.578653233111090293e+00	0.000000000000000000e+00	8.000000000000000000e+00
-6.588426611612374639e-01	-1.514178246649805049e+00	0.000000000000000000e+00	8.000000000000000000e+00
1.785055311275259404e+00	-1.508491778081081369e+00	0.000000000000000000e+00	1.210000000000000000e+02
8.174462553319351843e-02	-5.737027191666120574e-02	2.100000000000000000e+01	1.600000000000000000e+01
-6.852070405489451010e-01	-9.915305136359138238e-01	1.000000000000000000e+00	1.200000000000000000e+01
-8.335578001495882461e-01	-7.640985535852162780e-01	0.000000000000000000e+00	9.000000000000000000e+00
1.822364488252687098e-01	2.716578039518020571e-01	2.100000000000000000e+01	2.300000000000000000e+01
-7.988529548057257124e-01	-1.461597191986396593e+00	2.000000000000000000e+00	0.000000000000000000e+00
-8.508376858613213578e-01	1.029076659430604446e+00	1.500000000000000000e+01	0.000000000000000000e+00
3.912725494674887949e-01	-1.177171547834700238e+00	2.400000000000000000e+01	1.100000000000000000e+01
-6.924051025848669827e-01	-1.510628505220998230e+00	6.000000000000000000e+00	0.000000000000000000e+00
-5.674050008915703103e-01	-1.866260872395109738e+00	0.000000000000000000e+00	8.000000000000000000e+00
-1.578942556996745517e-01	-4.565293238369275697e-01	1.700000000000000000e+01	9.000000000000000000e+00
-4.394135894841758594e-01	-8.310108193834492285e-01	5.000000000000000000e+00	2.100000000000000000e+01
-6.915032196152339772e-01	-1.336055375785132338e+00	8.000000000000000000e+00	0.000000000000000000e+00
-1.350500721250196490e+00	1.248895219204946949e+00	5.000000000000000000e+00	4.000000000000000000e+00
4.008767079360444185e+00	2.057193003269623510e+00	8.500000000000000000e+01	8.700000000000000000e+01
-1.320913839180092975e+00	8.872185237996185192e-01	6.000000000000000000e+00	0.000000000000000000e+00
1.395895880251082632e-01	3.918535220496656368e+00	4.600000000000000000e+01	1.700000000000000000e+01
-3.514818510432750065e-01	-1.154425496166641807e+00	7.000000000000000000e+00	1.900000000000000000e+01
-1.794815954952421633e+00	3.403576463254330164e+00	0.000000000000000000e+00	1.500000000000000000e+01
-1.611532023885717813e-01	-6.896654816903186047e-01	1.200000000000000000e+01	2.800000000000000000e+01
-1.120352112951458423e+00	-1.499561515844119730e-01	3.000000000000000000e+00	0.000000000000000000e+00
-6.916902973523324505e-01	1.394165693126424133e+00	2.100000000000000000e+01	0.000000000000000000e+00
-1.525708431019364042e+00	1.794717553650326369e+00	0.000000000000000000e+00	8.000000000000000000e+00
1.649952953055092930e+00	4.463761391508013432e+00	6.600000000000000000e+01	4.600000000000000000e+01
-2.048076737583984563e+00	3.542228555999997308e+00	0.000000000000000000e+00	5.000000000000000000e+00
3.583902548032923407e-01	-1.308719642769138991e+00	1.900000000000000000e+01	1.700000000000000000e+01
-1.983699750070729573e-01	-3.314692616142835835e-01	2.200000000000000000e+01	0.000000000000000000e+00
-9.930414530547615470e-01	-2.524316390397506327e-01	0.000000000000000000e+00	8.000000000000000000e+00
-1.100964388030147179e+00	-3.194202004886120272e-01	2.000000000000000000e+00	0.000000000000000000e+00
-1.133829507468931519e+00	-2.098358771632805320e-01	0.000000000000000000e+00	2.000000000000000000e+00
2.133267040859416763e-01	-9.391484058145154190e-01	2.300000000000000000e+01	8.000000000000000000e+00
-7.070616322150751198e-01	-1.842288905974873714e+00	0.000000000000000000e+00	2.000000000000000000e+00
-5.934244354468856120e-01	-1.632016594932229392e+00	9.000000000000000000e+00	0.000000000000000000e+00
-6.606616693670275264e-01	1.062659268999302187e+00	1.800000000000000000e+01	3.000000000000000000e+00
-1.042871561345156017e+00	-3.719494653998197675e-01	3.000000000000000000e+00	1.000000000000000000e+00
1.250311646473985183e+00	-3.930691108194642180e-01	3.000000000000000000e+01	4.400000000000000000e+01
5.949764107463349772e-02	3.318287885353216282e+00	3.700000000000000000e+01	2.200000000000000000e+01
-1.431468163259741688e+00	8.476332334382890021e-01	1.000000000000000000e+00	0.000000000000000000e+00
-2.631479288808118849e-02	-5.022388969745373855e-01	2.500000000000000000e+01	0.000000000000000000e+00
-9.462776611408609817e-01	-2.521334358522265284e-01	3.000000000000000000e+00	7.000000000000000000e+00
1.227592318597881871e+00	-5.270643078955025151e-01	5.400000000000000000e+01	0.000000000000000000e+00
-8.112695397978086920e-01	-3.753985398977201515e-01	0.000000000000000000e+00	1.500000000000000000e+01
-1.021750993919132489e+00	-3.011302617722726449e-01	2.000000000000000000e+00	4.000000000000000000e+00
2.373649689724026957e-01	1.624021278829413273e+00	4.400000000000000000e+01	0.000000000000000000e+00
-1.324654152673616192e+00	4.303960571070197250e-01	0.000000000000000000e+00	1.000000000000000000e+00
-6.122046549204976928e-01	-1.747494718002534198e+00	7.000000000000000000e+00	0.000000000000000000e+00
-9.069801599253773938e-01	-7.347797307294930969e-01	3.000000000000000000e+00	3.000000000000000000e+00
-7.858250561073081286e-01	-2.275529294319756646e-01	0.000000000000000000e+00	1.800000000000000000e+01
-9.390532559517040800e-01	-8.007228232127927559e-01	0.000000000000000000e+00	4.000000000000000000e+00
-1.028094315940707659e+00	-6.252192363902734362e-01	0.000000000000000000e+00	2.000000000000000000e+00
3.104602929214403062e+00	-1.629317374629533077e-01	5.800000000000000000e+01	7.100000000000000000e+01
7.294761918928909239e+00	7.426910707960906466e-01	1.210000000000000000e+02	1.370000000000000000e+02
1.242584831542884682e+00	-2.741015092307693690e-01	4.700000000000000000e+01	6.000000000000000000e+01
-1.569993682377228472e+00	1.607535328592981427e+00	0.000000000000000000e+00	4.000000000000000000e+00
-8.116181214157855983e-01	-1.372341302311751665e+00	0.000000000000000000e+00	3.000000000000000000e+00
-6.205565267688644554e-02	-1.757881255710778134e+00	1.100000000000000000e+01	2.100000000000000000e+01
-2.284633718647391121e-01	-1.947742210199467694e+00	0.000000000000000000e+00	2.300000000000000000e+01
2.108687905634532289e-01	-1.418289586010645476e+00	2.500000000000000000e+01	0.000000000000000000e+00
-1.587521381605286219e+00	2.795369574083618858e+00	6.000000000000000000e+00	1.100000000000000000e+01
6.631337354820922014e-01	-1.689047781493892009e+00	2.000000000000000000e+01	2.500000000000000000e+01
-7.160140661011172858e-01	-1.267197376019823185e+00	8.000000000000000000e+00	0.000000000000000000e+00
2.233646514907434266e+00	-8.326823738477737713e-01	4.500000000000000000e+01	5.500000000000000000e+01
-1.438353338871164455e+00	1.768825946427073026e+00	0.000000000000000000e+00	1.200000000000000000e+01
-1.065216683204178283e+00	-7.735453185032409307e-02	0.000000000000000000e+00	7.000000000000000000e+00
-8.475693231429284324e-01	-7.001284640410586346e-02	1.300000000000000000e+01	3.000000000000000000e+00
-1.236659540249028133e+00	8.097406352434984023e-02	0.000000000000000000e+00	1.000000000000000000e+00
1.937397192224762144e+00	-1.168684138449893384e+00	3.800000000000000000e+01	4.900000000000000000e+01
-7.525070105243037988e-01	-1.763683402927918031e+00	1.000000000000000000e+00	0.000000000000000000e+00
-9.097651952052343560e-01	-1.919440695174420564e-01	9.000000000000000000e+00	3.000000000000000000e+00
-6.320898095335509836e-01	-1.571042068424482352e+00	0.000000000000000000e+00	9.000000000000000000e+00
3.724155478987246859e+00	1.013265050390193656e+00	6.800000000000000000e+01	9.200000000000000000e+01
1.782133774206317023e+00	3.160765312369610669e+00	6.500000000000000000e+01	4.300000000000000000e+01
-8.821847464088751201e-01	-9.473327471075657646e-01	0.000000000000000000e+00	5.000000000000000000e+00
-2.139373807270140704e-01	-4.649755527018019641e-01	2.100000000000000000e+01	0.000000000000000000e+00
-9.864797398257932892e-01	-3.827168267766831167e-01	0.000000000000000000e+00	7.000000000000000000e+00
-7.109622292969925983e-01	-1.770641879608112035e+00	0.000000000000000000e+00	3.000000000000000000e+00
-5.568520871194533317e-01	-1.438134879892567941e+00	1.300000000000000000e+01	0.000000000000000000e+00
-7.667431326246844092e-01	-1.723649114276524674e+00	0.000000000000000000e+00	1.000000000000000000e+00
9.286132279510348475e-01	-4.978666717072118275e-01	2.700000000000000000e+01	3.700000000000000000e+01
-9.298413147590661731e-01	-8.516920374223557744e-01	0.000000000000000000e+00	4.000000000000000000e+00
-1.938101736290382515e+00	2.999492874434037226e+00	0.000000000000000000e+00	4.000000000000000000e+00
-1.022764560836096237e+00	-5.564280553092701975e-01	3.000000000000000000e+00	0.000000000000000000e+00
-5.443522737524147947e-01	-8.905769212875010998e-01	4.000000000000000000e+00	1.700000000000000000e+01
-8.574385783641282899e-01	-7.447974375578514383e-01	8.000000000000000000e+00	0.000000000000000000e+00
-7.302161691235752317e-01	-1.693077118741231679e+00	1.000000000000000000e+00	2.000000000000000000e+00
5.913282328153797174e+00	-1.600998176118109961e-01	9.900000000000000000e+01	1.190000000000000000e+02
8.839993573908044855e-01	-8.565470847223509709e-01	2.800000000000000000e+01	2.700000000000000000e+01
-6.416409874176587369e-01	-1.478235397347576585e+00	9.000000000000000000e+00	0.000000000000000000e+00
1.619112826074197153e+00	-9.726858046687356651e-01	3.200000000000000000e+01	5.000000000000000000e+01
2.267390749115549387e+00	-1.366278640459752225e+00	3.800000000000000000e+01	6.200000000000000000e+01
1.038816339528492616e+00	-8.712121435693935823e-01	3.100000000000000000e+01	2.800000000000000000e+01
1.703775515949130515e-01	3.571416270693238831e-02	1.700000000000000000e+01	2.900000000000000000e+01
3.399926362923809675e-01	-9.292604588043523739e-01	2.200000000000000000e+01	1.600000000000000000e+01
1.401375671001276801e+00	1.916706267614230186e-01	4.100000000000000000e+01	3.800000000000000000e+01
-1.452264900789855540e-01	2.287862482030935674e+00	1.900000000000000000e+01	3.800000000000000000e+01
